title_deed_no,estate,township,erf,portion,sectional_scheme,unit,suburb,street,street_number,sales_date,registration_date,sales_price,size_m2,price_per_m2,possible_land_only,buyer_type,seller_type,number_of_owners,property_type,is_market_sale,data_source
ST63439/2025,Shakas Rock,FU,931,655,SS ATRIUM,28,Shakas Rock,,,2025-07-10,2025-09-04,1850000,76,24342,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST62871/2025,Shakas Rock,FU,931,655,SS ATRIUM,61,Shakas Rock,,,2025-05-23,2025-08-29,1800000,76,23684,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST62857/2025,Shakas Rock,SHAKAS ROCK,122,0,SS EDEN PALMS,1,Shakas Rock,Main,2,2025-07-05,2025-08-29,3250000,127,25590,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST61615/2025,Shakas Rock,SHAKAS ROCK,126,4,SS CHAKAS COVE,1,Shakas Rock,,,,2025-08-20,0,84,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST61603/2025,Shakas Rock,SHAKAS ROCK,80,8,SS ARUBA,44,Shakas Rock,Ocean,72,2025-06-25,2025-08-20,1000000,98,10204,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T19230/2025,Shakas Rock,SHAKAS ROCK,96,6,,,Shakas Rock,Lindsay,3,2025-06-25,2025-07-29,4550000,1217,3738,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST19140/2025,Shakas Rock,SHAKAS ROCK,193,0,SS CHAKAS PLACE,5,Shakas Rock,Ocean,41,,2025-07-28,0,170,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST18449/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,2,Shakas Rock,,,,2025-07-21,0,273,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST18450/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,3,Shakas Rock,,,,2025-07-21,0,273,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST18451/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,4,Shakas Rock,,,,2025-07-21,0,273,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST18452/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,5,Shakas Rock,,,,2025-07-21,0,273,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST18454/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,5,Shakas Rock,,,2025-02-27,2025-07-21,4757830,273,17427,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST18453/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,35,Shakas Rock,,,,2025-07-21,0,273,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST17684/2025,Shakas Rock,SHAKAS ROCK,235,0,SS PEBBLE BEACH,10,Shakas Rock,General Lighting,1,2025-05-06,2025-07-11,5250000,138,38043,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST16615/2025,Shakas Rock,SHAKAS ROCK,126,4,SS CHAKAS COVE,71,Shakas Rock,,,2025-01-27,2025-06-30,1995000,65,30692,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST15990/2025,Shakas Rock,FU,931,629,SS PENTIRE POINT,12,Shakas Rock,,,2025-05-09,2025-06-24,2400000,172,13953,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST14669/2025,Shakas Rock,FU,931,655,SS ATRIUM,41,Shakas Rock,,,2025-04-29,2025-06-11,2150000,100,21500,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST14390/2025,Shakas Rock,SHAKAS ROCK,91,11,SS SIESTA,5,Shakas Rock,Ocean,76,,2025-06-09,0,18,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST14390/2025,Shakas Rock,SHAKAS ROCK,91,11,SS SIESTA,34,Shakas Rock,Ocean,76,,2025-06-09,0,18,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
T14072/2025,Shakas Rock,SHAKAS ROCK,96,4,,,Shakas Rock,Ocean,64,2025-03-10,2025-06-05,6500000,961,6763,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST13219/2025,Shakas Rock,SHAKAS ROCK,235,0,SS PEBBLE BEACH,14,Shakas Rock,General Lighting,1,,2025-05-29,0,138,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST12050/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,32,Shakas Rock,,,2025-03-23,2025-05-19,6050000,284,21302,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST11703/2025,Shakas Rock,FU,931,655,SS ATRIUM,9,Shakas Rock,,,2024-11-21,2025-05-15,1800000,76,23684,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST11413/2025,Shakas Rock,SHAKAS ROCK,235,0,SS PEBBLE BEACH,35,Shakas Rock,General Lighting,1,2024-11-23,2025-05-13,3800000,137,27737,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST9548/2025,Shakas Rock,FU,931,655,SS ATRIUM,60,Shakas Rock,,,2025-01-29,2025-04-23,2300000,164,14024,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST9441/2025,Shakas Rock,SHAKAS ROCK,91,11,SS SIESTA,14,Shakas Rock,Ocean,76,2025-02-07,2025-04-16,3420000,117,29230,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST9438/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,27,Shakas Rock,,,2025-01-10,2025-04-16,2750000,159,17295,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST9105/2025,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,14,Shakas Rock,,,2025-01-29,2025-04-14,12250000,449,27282,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST6459/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,1,Shakas Rock,,,,2025-03-20,0,171,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6460/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,2,Shakas Rock,,,,2025-03-20,0,173,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6461/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,3,Shakas Rock,,,,2025-03-20,0,172,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6462/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,4,Shakas Rock,,,,2025-03-20,0,179,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6468/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,4,Shakas Rock,,,2023-03-22,2025-03-20,5250000,179,29329,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST6463/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,5,Shakas Rock,,,,2025-03-20,0,182,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6464/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,9,Shakas Rock,,,,2025-03-20,0,145,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6465/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,10,Shakas Rock,,,,2025-03-20,0,145,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6466/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,11,Shakas Rock,,,,2025-03-20,0,155,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6469/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,11,Shakas Rock,,,2023-04-04,2025-03-20,4495000,155,29000,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST6467/2025,Shakas Rock,FU,931,630,SS OCEANS ON MAIN,12,Shakas Rock,,,,2025-03-20,0,178,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST6194/2025,Shakas Rock,FU,931,655,SS ATRIUM,49,Shakas Rock,,,2024-12-18,2025-03-18,1700000,80,21250,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST4247/2025,Shakas Rock,SHAKAS ROCK,126,4,SS CHAKAS COVE,90,Shakas Rock,,,2024-12-24,2025-02-28,1600000,50,32000,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST2855/2025,Shakas Rock,SHAKAS ROCK,193,0,SS CHAKAS PLACE,1,Shakas Rock,Ocean,41,2024-11-12,2025-02-12,3650000,162,22530,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST2461/2025,Shakas Rock,FU,931,655,SS ATRIUM,88,Shakas Rock,,,2024-11-13,2025-02-06,140000,18,7777,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST1374/2025,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,60,Shakas Rock,Ocean,68,2024-10-07,2025-01-23,2000,313,6,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST1025/2025,Shakas Rock,FU,931,655,SS ATRIUM,12,Shakas Rock,,,2024-10-22,2025-01-20,1725000,76,22697,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST413/2025,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,61,Shakas Rock,Ocean,68,2024-10-07,2025-01-13,2000,64,31,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST36522/2024,Shakas Rock,FU,931,655,SS ATRIUM,22,Shakas Rock,,,2024-10-23,2024-12-20,1650000,76,21710,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST36099/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,28,Shakas Rock,Ocean,68,2024-06-28,2024-12-18,1800000,75,24000,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
T33905/2024,Shakas Rock,SHAKAS ROCK,270,0,,,Shakas Rock,,,,2024-11-29,0,2025,0,False,legal_entity,legal_entity,1,freehold,False,lightstone_export
ST32488/2024,Shakas Rock,SHAKAS ROCK,91,11,SS SIESTA,32,Shakas Rock,Ocean,76,2024-08-18,2024-11-18,2300000,149,15436,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST32474/2024,Shakas Rock,FU,931,655,SS ATRIUM,64,Shakas Rock,,,2024-07-17,2024-11-18,1650000,76,21710,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST31453/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,27,Shakas Rock,Ocean,68,2024-07-11,2024-11-11,1705000,74,23040,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST30488/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,2,Shakas Rock,Ocean,68,2024-06-21,2024-10-31,1800000,75,24000,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST29681/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,59,Shakas Rock,Ocean,68,2024-02-14,2024-10-25,1056000,48,22000,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST28400/2024,Shakas Rock,SHAKAS ROCK,126,4,SS CHAKAS COVE,101,Shakas Rock,,,2024-07-22,2024-10-11,1500000,49,30612,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST27731/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,32,Shakas Rock,Ocean,68,2024-01-04,2024-10-04,1550000,74,20945,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST27733/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,55,Shakas Rock,Ocean,68,2024-02-12,2024-10-04,900000,39,23076,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST27643/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,42,Shakas Rock,Ocean,68,2024-08-23,2024-10-03,1400000,74,18918,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST27292/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,36,Shakas Rock,Ocean,68,2024-05-31,2024-09-30,1350000,75,18000,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST26848/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,14,Shakas Rock,Ocean,68,2024-06-20,2024-09-26,1850000,74,25000,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST26851/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,17,Shakas Rock,Ocean,68,2024-06-28,2024-09-26,1850000,74,25000,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST26872/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,57,Shakas Rock,Ocean,68,2023-12-20,2024-09-26,900000,39,23076,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST26497/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,15,Shakas Rock,Ocean,68,2024-06-21,2024-09-20,1850000,74,25000,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST26510/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,18,Shakas Rock,Ocean,68,2024-07-08,2024-09-20,1850000,74,25000,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST26401/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,52,Shakas Rock,Ocean,68,2024-01-28,2024-09-19,900000,38,23684,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST25960/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,1,Shakas Rock,Ocean,68,2023-12-27,2024-09-16,1800000,75,24000,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST25117/2024,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,17,Shakas Rock,,,,2024-09-09,0,527,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST25118/2024,Shakas Rock,SHAKAS ROCK,268,0,SS TAHARI COASTAL ESTATE,17,Shakas Rock,,,2023-04-21,2024-09-09,15425000,527,29269,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST24836/2024,Shakas Rock,SHAKAS ROCK,126,4,SS CHAKAS COVE,89,Shakas Rock,,,2024-07-14,2024-09-05,1700000,49,34693,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST23913/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,20,Shakas Rock,Ocean,68,2024-01-04,2024-08-27,1800000,75,24000,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST23651/2024,Shakas Rock,SHAKAS ROCK,126,4,SS CHAKAS COVE,30,Shakas Rock,,,2024-06-01,2024-08-26,3600000,107,33644,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST23444/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,13,Shakas Rock,Ocean,68,2023-12-20,2024-08-23,1813000,74,24500,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T23181/2024,Shakas Rock,SHAKAS ROCK,133,3,,,Shakas Rock,Shakas Rock,133,,2024-08-22,0,1628,0,False,legal_entity,legal_entity,1,freehold,False,lightstone_export
ST23004/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,16,Shakas Rock,Ocean,68,2024-02-09,2024-08-20,1990000,74,26891,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST23005/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,19,Shakas Rock,Ocean,68,2024-01-10,2024-08-20,1850000,74,25000,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST22740/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,3,Shakas Rock,Ocean,68,2024-04-16,2024-08-16,2800000,162,17283,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
T21792/2024,Shakas Rock,SHAKAS ROCK,103,0,,,Shakas Rock,Hill,1,2024-04-04,2024-08-06,7500000,936,8012,False,legal_entity,legal_entity,1,freehold,True,lightstone_export
ST20293/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,1,Shakas Rock,Ocean,68,,2024-07-22,0,75,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST20294/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,2,Shakas Rock,Ocean,68,,2024-07-22,0,75,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST20295/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,3,Shakas Rock,Ocean,68,,2024-07-22,0,162,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST20296/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,4,Shakas Rock,Ocean,68,,2024-07-22,0,160,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST20354/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,4,Shakas Rock,Ocean,68,2023-12-22,2024-07-22,2800000,160,17500,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST20297/2024,Shakas Rock,SHAKAS ROCK,244,0,SS CHAKAS ROCK CHALETS,5,Shakas Rock,Ocean,68,,2024-07-22,0,163,0,False,legal_entity,,1,sectional_title,False,lightstone_export
