title_deed_no,estate,township,erf,portion,sectional_scheme,unit,suburb,street,street_number,sales_date,registration_date,sales_price,size_m2,price_per_m2,possible_land_only,buyer_type,seller_type,number_of_owners,property_type,is_market_sale,data_source
T7208/2026,Compensation Beach,BALLITOVILLE,161,0,,,Compensation Beach,Marion,4,2025-12-12,2026-03-20,4350000,1150,3782,False,natural_person,natural_person,2,freehold,True,lightstone_export
ST6931/2026,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,7,Compensation Beach,,,2026-02-11,2026-03-19,3500000,76,46052,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST6780/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,131,Compensation Beach,Compensation Beach,100,2026-01-23,2026-03-17,40000,88,454,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST6340/2026,Compensation Beach,FU,931,390,SS PETENA,9,Compensation Beach,Compensation Beach,62,2025-11-18,2026-03-13,2125000,18,118055,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST6340/2026,Compensation Beach,FU,931,390,SS PETENA,8,Compensation Beach,Compensation Beach,62,2025-11-18,2026-03-13,2125000,59,36016,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST6376/2026,Compensation Beach,FU,931,463,SS BALLITO MANOR,2302,Compensation Beach,Compensation Beach,102B,2026-01-15,2026-03-13,3900000,127,30708,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST6069/2026,Compensation Beach,FU,931,463,SS BALLITO MANOR,2205,Compensation Beach,Compensation Beach,102B,2026-01-12,2026-03-11,5250000,263,19961,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST5653/2026,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,98,Compensation Beach,Jack Powell,8,2025-12-09,2026-03-06,3050000,105,29047,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST5183/2026,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,23,Compensation Beach,Jack Powell,8,2026-01-17,2026-03-05,1550000,50,31000,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST5178/2026,Compensation Beach,FU,931,522,SS THE BAY,7,Compensation Beach,Compensation Beach,96A,2026-01-07,2026-03-05,3130000,114,27456,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST4859/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,85,Compensation Beach,Compensation Beach,100,2024-04-19,2026-03-04,2500,36,69,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
T4685/2026,Compensation Beach,BALLITOVILLE,241,0,,,Compensation Beach,Adrienne,8,2025-10-19,2026-03-03,3500000,1432,2444,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST4795/2026,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,48,Compensation Beach,Jack Powell,8,2025-11-07,2026-03-03,1600000,56,28571,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST4625/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,31,Compensation Beach,Compensation Beach,100,2025-12-19,2026-03-02,4500,45,100,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST4627/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,71,Compensation Beach,Compensation Beach,100,2025-12-23,2026-03-02,750000,45,16666,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST4841/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,115,Compensation Beach,Compensation Beach,100,,2026-03-02,0,73,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST4626/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,8,Compensation Beach,Compensation Beach,100,2025-10-09,2026-03-02,630000,37,17027,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST3986/2026,Compensation Beach,FU,931,464,SS VALLEN LODGE,1,Compensation Beach,Compensation Beach,80,2025-09-11,2026-02-26,4250000,237,17932,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST3828/2026,Compensation Beach,FU,931,497,SS LES MOUETTES,22,Compensation Beach,Compensation Beach,96B,2026-01-09,2026-02-25,3100000,91,34065,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
T2382/2026,Compensation Beach,BALLITOVILLE,296,0,,,Compensation Beach,Minerva,71,2026-01-09,2026-02-05,5000000,1095,4566,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST1850/2026,Compensation Beach,FU,931,463,SS BALLITO MANOR,1301,Compensation Beach,Compensation Beach,102B,2025-11-04,2026-01-30,5000000,174,28735,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST1848/2026,Compensation Beach,FU,931,463,SS BALLITO MANOR,2202,Compensation Beach,Compensation Beach,102B,2025-10-29,2026-01-30,3550000,127,27952,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
T1665/2026,Compensation Beach,BALLITOVILLE,209,0,,,Compensation Beach,Adrienne,10,2025-11-12,2026-01-29,4000000,1482,2699,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST1417/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,14,Compensation Beach,Compensation Beach,100,2025-09-09,2026-01-27,1000,74,13,False,legal_entity,legal_entity,1,sectional_title,False,lightstone_export
ST1416/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,15,Compensation Beach,Compensation Beach,100,2025-09-09,2026-01-27,1000,74,13,False,legal_entity,legal_entity,1,sectional_title,False,lightstone_export
ST581/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,25,Compensation Beach,Compensation Beach,100,2025-10-14,2026-01-15,2000,80,25,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST582/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,30,Compensation Beach,Compensation Beach,100,2025-10-15,2026-01-15,2000,36,55,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST261/2026,Compensation Beach,FU,931,528,SS LA MONTAGNE,125,Compensation Beach,Compensation Beach,100,2024-02-07,2026-01-08,2000,43,46,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST26/2026,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,11,Compensation Beach,Jack Powell,8,2025-11-13,2026-01-06,1000000,50,20000,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST76078/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,49,Compensation Beach,Compensation Beach,100,2025-10-20,2025-12-23,15728,45,349,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST76078/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,58,Compensation Beach,Compensation Beach,100,2025-10-20,2025-12-23,15728,45,349,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST75699/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,27,Compensation Beach,Compensation Beach,100,2025-11-05,2025-12-19,6000,36,166,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST75864/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,18,Compensation Beach,Compensation Beach,100,2025-11-07,2025-12-19,34000,36,944,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST75567/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,9,Compensation Beach,Compensation Beach,100,2025-10-04,2025-12-18,35945,37,971,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST75202/2025,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,37,Compensation Beach,,,2025-10-13,2025-12-15,2000,130,15,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST75202/2025,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,34,Compensation Beach,,,2025-10-13,2025-12-15,2000,134,14,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST75203/2025,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,34,Compensation Beach,,,2025-10-13,2025-12-15,2000,134,14,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST73801/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,17,Compensation Beach,Jack Powell,8,2025-10-22,2025-12-04,1750000,86,20348,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST73256/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,71,Compensation Beach,Compensation Beach,100,2025-09-29,2025-12-01,32115,45,713,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST72568/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,80,Compensation Beach,Jack Powell,8,2025-09-17,2025-11-26,2200000,86,25581,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST71855/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,119,Compensation Beach,Compensation Beach,100,2024-05-09,2025-11-19,2000,59,33,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST71854/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,40,Compensation Beach,Compensation Beach,100,2025-10-21,2025-11-19,2000,71,28,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST71853/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,18,Compensation Beach,Compensation Beach,100,2025-10-05,2025-11-19,53000,36,1472,False,legal_entity,natural_person,2,sectional_title,True,lightstone_export
ST71420/2025,Compensation Beach,FU,931,604,SS TONTIKI,13,Compensation Beach,Compensation Beach,76,2025-08-27,2025-11-17,4000000,186,21505,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST71420/2025,Compensation Beach,FU,931,604,SS TONTIKI,19,Compensation Beach,Compensation Beach,76,2025-08-27,2025-11-17,4000000,17,235294,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST71420/2025,Compensation Beach,FU,931,604,SS TONTIKI,36,Compensation Beach,Compensation Beach,76,2025-08-27,2025-11-17,4000000,6,666666,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST71015/2025,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,17,Compensation Beach,,,2025-07-31,2025-11-13,2000,73,27,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST70353/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,7,Compensation Beach,Compensation Beach,100,2025-08-11,2025-11-07,10000,82,121,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST70045/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,12,Compensation Beach,Jack Powell,8,2025-08-20,2025-11-04,1500000,50,30000,False,natural_person,natural_person,3,sectional_title,True,lightstone_export
ST70049/2025,Compensation Beach,FU,931,463,SS BALLITO MANOR,1106,Compensation Beach,Compensation Beach,102B,2025-09-01,2025-11-04,4000000,176,22727,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
T69664/2025,Compensation Beach,BALLITOVILLE,615,0,,,Compensation Beach,Salisbury,20,2025-08-16,2025-10-31,12000000,2108,5692,False,natural_person,legal_entity,1,freehold,True,lightstone_export
ST68493/2025,Compensation Beach,FU,931,464,SS VALLEN LODGE,5,Compensation Beach,Compensation Beach,80,2025-01-09,2025-10-22,4850000,278,17446,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST68318/2025,Compensation Beach,FU,931,390,SS PETENA,2,Compensation Beach,Compensation Beach,62,2025-05-06,2025-10-21,1750000,83,21084,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST68318/2025,Compensation Beach,FU,931,390,SS PETENA,15,Compensation Beach,Compensation Beach,62,2025-05-06,2025-10-21,1750000,18,97222,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T68026/2025,Compensation Beach,BALLITOVILLE,201,0,,,Compensation Beach,Marion,23,2025-04-29,2025-10-17,5830000,1338,4357,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST68076/2025,Compensation Beach,FU,931,432,SS BALLITO SANDS,25,Compensation Beach,Compensation Beach,92A,2025-08-26,2025-10-17,3750000,20,187500,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST68076/2025,Compensation Beach,FU,931,432,SS BALLITO SANDS,1,Compensation Beach,Compensation Beach,92A,2025-08-26,2025-10-17,3750000,105,35714,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST67775/2025,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,31,Compensation Beach,,,2025-07-04,2025-10-15,2000,63,31,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST67660/2025,Compensation Beach,FU,931,516,SS BOULDER BAY LODGE,33,Compensation Beach,,,2025-07-21,2025-10-14,2690000,68,39558,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST67293/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,125,Compensation Beach,Compensation Beach,100,2025-09-08,2025-10-09,2000,43,46,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST67197/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,67,Compensation Beach,Jack Powell,8,2025-07-22,2025-10-09,1520000,50,30400,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST66734/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,82,Compensation Beach,Compensation Beach,100,2025-07-24,2025-10-06,70000,71,985,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST66851/2025,Compensation Beach,FU,931,263,SS THE GRANGE BALLITO,7,Compensation Beach,Compensation Beach,92B,2025-08-22,2025-10-06,2600000,86,30232,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST66481/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,85,Compensation Beach,Compensation Beach,100,,2025-10-02,0,36,0,False,natural_person,natural_person,3,sectional_title,False,lightstone_export
T66436/2025,Compensation Beach,BALLITOVILLE,291,0,,,Compensation Beach,Lindsay,5,2025-08-07,2025-10-01,6600000,1713,3852,False,legal_entity,natural_person,1,freehold,True,lightstone_export
ST65785/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,99,Compensation Beach,Compensation Beach,100,2025-06-30,2025-09-26,2000,80,25,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST65918/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,44,Compensation Beach,Jack Powell,8,2025-07-15,2025-09-26,1675000,50,33500,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST65757/2025,Compensation Beach,FU,931,351,SS CASABLANCA,10,Compensation Beach,Compensation Beach,98,,2025-09-25,0,128,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST65485/2025,Compensation Beach,FU,931,468,SS THE BOULDERS,65,Compensation Beach,Compensation Beach,84AB,2025-05-26,2025-09-23,4080000,153,26666,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST65159/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,72,Compensation Beach,Compensation Beach,100,2025-07-09,2025-09-19,2000,71,28,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST65269/2025,Compensation Beach,BALLITOVILLE,1374,0,SS OCEAN HEIGHTS,5,Compensation Beach,General Lights,37744,,2025-09-19,0,138,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST65269/2025,Compensation Beach,BALLITOVILLE,1374,0,SS OCEAN HEIGHTS,27,Compensation Beach,General Lights,37744,,2025-09-19,0,20,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST64818/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,86,Compensation Beach,Compensation Beach,100,,2025-09-17,0,71,0,False,natural_person,natural_person,1,sectional_title,False,lightstone_export
ST64819/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,86,Compensation Beach,Compensation Beach,100,2024-09-01,2025-09-17,2000,71,28,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST64644/2025,Compensation Beach,FU,931,436,SS BERMUDA,12,Compensation Beach,Compensation Beach,102A,2024-05-09,2025-09-16,2950000,104,28365,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST64645/2025,Compensation Beach,FU,931,436,SS BERMUDA,30,Compensation Beach,Compensation Beach,102A,2024-05-09,2025-09-16,3775000,145,26034,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST64299/2025,Compensation Beach,BALLITOVILLE,1370,0,SS MARATEA,28,Compensation Beach,Lindsay,23,2025-07-04,2025-09-12,2650000,187,14171,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST63982/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,37,Compensation Beach,Compensation Beach,100,2025-06-04,2025-09-10,2000,36,55,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST63865/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,33,Compensation Beach,Compensation Beach,100,2025-06-23,2025-09-09,2000,71,28,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST63317/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,71,Compensation Beach,Compensation Beach,100,2025-07-03,2025-09-03,42057,45,934,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST63185/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,90,Compensation Beach,Compensation Beach,100,2025-06-18,2025-09-02,52000,36,1444,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST62009/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,30,Compensation Beach,Compensation Beach,100,2025-07-13,2025-08-22,17000,36,472,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST61485/2025,Compensation Beach,FU,931,436,SS BERMUDA,15,Compensation Beach,Compensation Beach,102A,2025-05-10,2025-08-19,2700000,90,30000,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST61473/2025,Compensation Beach,COMPENSATION BEACH,41,0,SS LA PIROGUE,22,Compensation Beach,Compensation Beach,97,2025-05-22,2025-08-19,2800000,151,18543,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST61363/2025,Compensation Beach,FU,931,297,SS CORAL COVE LODGE,7,Compensation Beach,Compensation Beach,72,2025-05-15,2025-08-18,2100000,52,40384,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST60945/2025,Compensation Beach,FU,931,468,SS THE BOULDERS,56,Compensation Beach,Compensation Beach,84AB,2025-07-03,2025-08-13,4100000,163,25153,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST60515/2025,Compensation Beach,FU,931,497,SS LES MOUETTES,25,Compensation Beach,Compensation Beach,96B,,2025-08-08,0,81,0,False,legal_entity,natural_person,1,sectional_title,False,lightstone_export
ST19831/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,39,Compensation Beach,Jack Powell,8,2025-04-25,2025-08-01,1350000,50,27000,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
T19235/2025,Compensation Beach,BALLITOVILLE,191,0,,,Compensation Beach,Adrienne,5B,2025-05-06,2025-07-29,3720000,1153,3226,False,natural_person,natural_person,2,freehold,True,lightstone_export
ST18335/2025,Compensation Beach,FU,931,468,SS THE BOULDERS,15,Compensation Beach,Compensation Beach,84AB,2025-04-17,2025-07-18,1900000,46,41304,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST18106/2025,Compensation Beach,FU,931,528,SS LA MONTAGNE,19,Compensation Beach,Compensation Beach,100,2025-04-09,2025-07-17,2000,36,55,False,legal_entity,natural_person,1,sectional_title,True,lightstone_export
ST18178/2025,Compensation Beach,FU,931,612,SS SUNTRAP,2,Compensation Beach,,,2025-04-09,2025-07-17,4300000,181,23756,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST18178/2025,Compensation Beach,FU,931,612,SS SUNTRAP,23,Compensation Beach,,,2025-04-09,2025-07-17,4300000,4,1075000,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST18063/2025,Compensation Beach,COMPENSATION BEACH EXT 1,36,1,SS LA BALLITO,32,Compensation Beach,Jack Powell,8,2025-04-13,2025-07-16,1550000,50,31000,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST17573/2025,Compensation Beach,FU,931,499,SS LA MUSTIQUE,29,Compensation Beach,Compensation Beach,94AB,2025-05-23,2025-07-10,3100000,135,22962,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
T16759/2025,Compensation Beach,BALLITOVILLE,248,0,,,Compensation Beach,Adrienne,2A,2025-03-28,2025-07-02,2700000,1866,1446,False,natural_person,natural_person,1,freehold,True,lightstone_export
ST16404/2025,Compensation Beach,FU,931,436,SS BERMUDA,31,Compensation Beach,Compensation Beach,102A,2024-07-16,2025-06-27,4170252,141,29576,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST16240/2025,Compensation Beach,FU,931,499,SS LA MUSTIQUE,22,Compensation Beach,Compensation Beach,94AB,2025-04-19,2025-06-26,2550000,130,19615,False,legal_entity,legal_entity,1,sectional_title,True,lightstone_export
ST15821/2025,Compensation Beach,FU,931,541,SS FRINTON-ON-SEA,24,Compensation Beach,Compensation Beach,78,2025-05-14,2025-06-23,4100000,17,241176,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST15821/2025,Compensation Beach,FU,931,541,SS FRINTON-ON-SEA,5,Compensation Beach,Compensation Beach,78,2025-05-14,2025-06-23,4100000,166,24698,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST15514/2025,Compensation Beach,FU,931,612,SS SUNTRAP,16,Compensation Beach,,,2025-02-19,2025-06-19,4050000,11,368181,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST15514/2025,Compensation Beach,FU,931,612,SS SUNTRAP,4,Compensation Beach,,,2025-02-19,2025-06-19,4050000,172,23546,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST14362/2025,Compensation Beach,FU,931,544,SS GOLDCLIFF,4,Compensation Beach,Compensation Beach,79,2025-03-19,2025-06-09,3600000,188,19148,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST14245/2025,Compensation Beach,COMPENSATION BEACH,41,0,SS LA PIROGUE,20,Compensation Beach,Compensation Beach,97,2025-04-01,2025-06-06,3200000,168,19047,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
ST14020/2025,Compensation Beach,FU,931,531,SS LE PARADIS,27,Compensation Beach,Compensation Beach,64,2025-04-05,2025-06-04,3100000,102,30392,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
